TIME             CONTAINER_ID  UID    COMM             PID/host        TID/host        RET              EVENT                ARGS
07:50:52:694514  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/local, mode: 493
07:50:52:694548  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/local/bin, mode: 493
07:50:52:694582  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/local/lib, mode: 493
07:50:52:694614  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/local/share, mode: 493
07:50:52:694655  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/sbin, mode: 493
07:50:52:695023  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share, mode: 493
07:50:52:695057  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk, mode: 493
07:50:52:695098  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys, mode: 493
07:50:52:695144  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/aarch64, mode: 493
07:50:52:695638  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/armhf, mode: 493
07:50:52:695704  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/armv7, mode: 493
07:50:52:695769  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/mips64, mode: 493
07:50:52:695819  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/ppc64le, mode: 493
07:50:52:695881  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/riscv64, mode: 493
07:50:52:695949  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/s390x, mode: 493
07:50:52:696015  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/x86, mode: 493
07:50:52:696094  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/apk/keys/x86_64, mode: 493
07:50:52:696170  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/man, mode: 493
07:50:52:696203  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/misc, mode: 493
07:50:52:696236  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/usr/share/udhcpc, mode: 493
07:50:52:696305  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var, mode: 493
07:50:52:696344  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/cache, mode: 493
07:50:52:696381  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/cache/apk, mode: 493
07:50:52:696413  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/cache/misc, mode: 493
07:50:52:696447  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/empty, mode: 365
07:50:52:696484  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/lib, mode: 493
07:50:52:696514  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/lib/apk, mode: 493
07:50:52:696550  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/lib/misc, mode: 493
07:50:52:696590  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/lib/udhcpd, mode: 493
07:50:52:696625  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/local, mode: 493
07:50:52:696662  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/lock, mode: 493
07:50:52:696696  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/lock/subsys, mode: 493
07:50:52:696730  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/log, mode: 493
07:50:52:696763  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/mail, mode: 493
07:50:52:696795  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/opt, mode: 493
07:50:52:696844  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/spool, mode: 493
07:50:52:696877  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/spool/cron, mode: 493
07:50:52:696936  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/var/tmp, mode: 1023
07:50:52:697101  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/image/vfs/layerdb/mounts/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:697170  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 456
07:50:52:697189  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1/checkpoints, mode: 448
07:50:52:726228  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1/mounts, mode: 456
07:50:52:727635  31558a4fe0bb  0      dockerd          12     /575845  1334   /577522  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:730506  31558a4fe0bb  0      containerd       641    /576475  655    /576489  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 448
07:50:52:730622  31558a4fe0bb  0      containerd       641    /576475  655    /576489  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1/rootfs, mode: 457
07:50:52:730645  31558a4fe0bb  0      containerd       641    /576475  655    /576489  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 457
07:50:52:755943  31558a4fe0bb  0      runc             1352   /577540  1352   /577540  0                mkdirat              dirfd: -100, pathname: /var/run/docker/runtime-runc/moby/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 457
07:50:52:756562  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  -17              mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpuset/docker, mode: 493
07:50:52:756593  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpuset/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:783944  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/devices/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:783984  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/memory/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784039  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpu,cpuacct/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784101  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/pids/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784133  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/blkio/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784175  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/hugetlb/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784227  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/net_cls,net_prio/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784282  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/perf_event/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784346  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/freezer/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784393  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/rdma/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:784426  31558a4fe0bb  0      runc             1352   /577540  1358   /577546  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/systemd/docker/35832198932d5ba525036366e3b8ee6a9066744ca0f8232c9bcb44d39069c9b1, mode: 493
07:50:52:787566  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/dev/pts, mode: 493
07:50:52:787915  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/systemd, mode: 493
07:50:52:788019  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/cpu,cpuacct, mode: 493
07:50:52:788118  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/freezer, mode: 493
07:50:52:788204  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/blkio, mode: 493
07:50:52:788270  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/perf_event, mode: 493
07:50:52:788339  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/memory, mode: 493
07:50:52:788405  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/pids, mode: 493
07:50:52:788470  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/misc, mode: 493
07:50:52:788539  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/net_cls,net_prio, mode: 493
07:50:52:788611  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/rdma, mode: 493
07:50:52:788676  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/cpuset, mode: 493
07:50:52:788744  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/hugetlb, mode: 493
07:50:52:788813  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/sys/fs/cgroup/devices, mode: 493
07:50:52:788877  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/dev/mqueue, mode: 493
07:50:52:788911  31558a4fe0bb  0      runc:[2:INIT]    1      /577550  1      /577550  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/056bfb421ac9a46b0bafc9b9448c1ba5af1a7657f4dc0750661bfdedf43700ac/dev/shm, mode: 493
07:50:52:933372  31558a4fe0bb  0      mkdir            1      /577550  1      /577550  0                mkdir                pathname: /a, mode: 511
07:50:53:086983  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764, mode: 493
07:50:53:087052  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  -17              mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764, mode: 493
07:50:53:087146  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/bin, mode: 493
07:50:53:088571  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/dev, mode: 493
07:50:53:088621  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc, mode: 493
07:50:53:088680  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/apk, mode: 493
07:50:53:088759  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/apk/keys, mode: 493
07:50:53:088918  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/apk/protected_paths.d, mode: 493
07:50:53:088999  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/conf.d, mode: 493
07:50:53:089031  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/crontabs, mode: 493
07:50:53:089207  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/init.d, mode: 493
07:50:53:089314  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/logrotate.d, mode: 493
07:50:53:089386  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/modprobe.d, mode: 493
07:50:53:089533  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/modules-load.d, mode: 493
07:50:53:089604  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/network, mode: 493
07:50:53:089634  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/network/if-down.d, mode: 493
07:50:53:089663  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/network/if-post-down.d, mode: 493
07:50:53:089691  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/network/if-post-up.d, mode: 493
07:50:53:089720  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/network/if-pre-down.d, mode: 493
07:50:53:089748  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/network/if-pre-up.d, mode: 493
07:50:53:089777  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/network/if-up.d, mode: 493
07:50:53:089854  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/opt, mode: 493
07:50:53:089936  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/periodic, mode: 493
07:50:53:089966  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/periodic/15min, mode: 493
07:50:53:089994  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/periodic/daily, mode: 493
07:50:53:090022  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/periodic/hourly, mode: 493
07:50:53:090052  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/periodic/monthly, mode: 493
