TIME             CONTAINER_ID  UID    COMM             PID/host        TID/host        RET              EVENT                ARGS
07:50:54:061182  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/lib, mode: 493
07:50:54:061215  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/lib/engines-3, mode: 493
07:50:54:061411  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/lib/modules-load.d, mode: 493
07:50:54:061442  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/lib/ossl-modules, mode: 493
07:50:54:061537  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/local, mode: 493
07:50:54:061568  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/local/bin, mode: 493
07:50:54:061597  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/local/lib, mode: 493
07:50:54:061626  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/local/share, mode: 493
07:50:54:061663  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/sbin, mode: 493
07:50:54:062024  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share, mode: 493
07:50:54:062054  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk, mode: 493
07:50:54:062093  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys, mode: 493
07:50:54:062125  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/aarch64, mode: 493
07:50:54:062598  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/armhf, mode: 493
07:50:54:062660  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/armv7, mode: 493
07:50:54:062723  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/mips64, mode: 493
07:50:54:062770  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/ppc64le, mode: 493
07:50:54:062829  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/riscv64, mode: 493
07:50:54:062888  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/s390x, mode: 493
07:50:54:062948  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/x86, mode: 493
07:50:54:063019  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/apk/keys/x86_64, mode: 493
07:50:54:063092  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/man, mode: 493
07:50:54:063123  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/misc, mode: 493
07:50:54:063153  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/usr/share/udhcpc, mode: 493
07:50:54:063212  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var, mode: 493
07:50:54:063243  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/cache, mode: 493
07:50:54:063274  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/cache/apk, mode: 493
07:50:54:063302  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/cache/misc, mode: 493
07:50:54:063332  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/empty, mode: 365
07:50:54:063361  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/lib, mode: 493
07:50:54:063389  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/lib/apk, mode: 493
07:50:54:063418  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/lib/misc, mode: 493
07:50:54:063449  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/lib/udhcpd, mode: 493
07:50:54:063478  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/local, mode: 493
07:50:54:063510  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/lock, mode: 493
07:50:54:063539  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/lock/subsys, mode: 493
07:50:54:063569  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/log, mode: 493
07:50:54:063602  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/mail, mode: 493
07:50:54:063632  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/opt, mode: 493
07:50:54:063677  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/spool, mode: 493
07:50:54:063705  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/spool/cron, mode: 493
07:50:54:063759  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/var/tmp, mode: 1023
07:50:54:064042  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/dev/pts, mode: 493
07:50:54:064076  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e-init/dev/shm, mode: 493
07:50:54:064112  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e, mode: 493
07:50:54:064147  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  -17              mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e, mode: 493
07:50:54:064186  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/a, mode: 493
07:50:54:064244  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/bin, mode: 493
07:50:54:065616  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/dev, mode: 493
07:50:54:065662  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/dev/pts, mode: 493
07:50:54:065690  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/dev/shm, mode: 493
07:50:54:065732  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc, mode: 493
07:50:54:065788  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/apk, mode: 493
07:50:54:065847  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/apk/keys, mode: 493
07:50:54:065995  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/apk/protected_paths.d, mode: 493
07:50:54:066072  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/conf.d, mode: 493
07:50:54:066102  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/crontabs, mode: 493
07:50:54:066234  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/init.d, mode: 493
07:50:54:066313  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/logrotate.d, mode: 493
07:50:54:066369  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/modprobe.d, mode: 493
07:50:54:066512  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/modules-load.d, mode: 493
07:50:54:066582  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/network, mode: 493
07:50:54:066611  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/network/if-down.d, mode: 493
07:50:54:066642  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/network/if-post-down.d, mode: 493
07:50:54:066670  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/network/if-post-up.d, mode: 493
07:50:54:066701  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/network/if-pre-down.d, mode: 493
07:50:54:066729  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/network/if-pre-up.d, mode: 493
07:50:54:066756  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/network/if-up.d, mode: 493
07:50:54:066840  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/opt, mode: 493
07:50:54:066917  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/periodic, mode: 493
07:50:54:066947  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/periodic/15min, mode: 493
07:50:54:066978  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/periodic/daily, mode: 493
07:50:54:067011  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/periodic/hourly, mode: 493
07:50:54:067041  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/periodic/monthly, mode: 493
07:50:54:067072  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/periodic/weekly, mode: 493
07:50:54:067126  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/profile.d, mode: 493
07:50:54:067267  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/secfixes.d, mode: 493
07:50:54:067419  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/ssl, mode: 493
07:50:54:067464  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/ssl/certs, mode: 493
07:50:54:067645  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/ssl/misc, mode: 493
07:50:54:067805  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/ssl/private, mode: 493
07:50:54:067836  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/ssl1.1, mode: 493
07:50:54:067915  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/etc/sysctl.d, mode: 493
07:50:54:067971  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/home, mode: 493
07:50:54:068005  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib, mode: 493
07:50:54:068037  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib/apk, mode: 493
07:50:54:068072  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib/apk/db, mode: 493
07:50:54:068206  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib/apk/exec, mode: 493
07:50:54:068235  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib/firmware, mode: 493
07:50:54:070272  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib/mdev, mode: 493
07:50:54:070304  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib/modules-load.d, mode: 493
07:50:54:070338  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/lib/sysctl.d, mode: 493
07:50:54:070394  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/media, mode: 493
07:50:54:070423  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/media/cdrom, mode: 493
07:50:54:070453  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/media/floppy, mode: 493
07:50:54:070483  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/media/usb, mode: 493
07:50:54:070511  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/mnt, mode: 493
07:50:54:070541  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/opt, mode: 493
07:50:54:070571  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/proc, mode: 365
07:50:54:070600  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/root, mode: 448
07:50:54:070629  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/run, mode: 493
07:50:54:070679  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/sbin, mode: 493
07:50:54:071491  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/srv, mode: 493
07:50:54:071524  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/sys, mode: 493
07:50:54:071553  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/tmp, mode: 1023
